,0,1
397,29.7712713,-95.32025782799
398,,
399,,
400,,
401,,
402,,
403,,
404,,
405,,
406,43.1997925,-71.5515201
407,,
408,,
409,,
410,36.0927045,-78.9124749501937
411,,
412,,
413,,
414,30.2923666,-89.7385836
415,,
416,41.6206488,-87.599631904883
417,,
418,25.83042875,-80.227732803858
419,,
420,,
421,,
422,33.7184406,-84.3890933
423,,
424,,
425,36.2332278,-86.7505092972227
426,,
427,,
428,38.06455765,-122.173304689582
429,,
430,34.14823825,-118.017119777365
431,,
432,32.699279,-96.8168448475657
433,,
434,47.05389635,-109.422879652517
435,,
436,,
437,42.4184508,-83.2166233425571
438,,
439,35.2073482,-93.1563685
440,,
441,,
442,,
443,39.58663575,-94.9295423194102
444,,
445,31.7326101,-106.3730396
446,,
447,,
448,,
449,45.53926695,-122.627275397371
450,,
451,,
452,,
453,,
454,,
455,,
456,41.80468685,-87.6251295518859
457,,
458,,
459,42.3033715,-83.1088116
460,,
461,27.95942745,-82.7565545401795
462,,
463,29.40946025,-98.5487919975252
464,,
465,30.2773857,-81.6123875793457
466,,
467,,
468,,
469,,
470,40.1024939,-75.1964915
471,,
472,,
473,,
474,,
475,30.3240355,-97.6915594619738
476,,
477,,
478,,
479,40.1084462,-74.8447918
480,,
481,,
482,,
483,30.23243005,-97.7448808926162
484,,
485,,
486,26.6195178,-81.8650861
487,,
488,42.114242,-87.7456883
489,,
490,40.8440014,-73.8845355
491,,
492,,
493,42.3845543,-82.9877084531404
494,,
495,,
496,,
497,32.3176482,-90.2031565
498,,
499,42.3828806,-83.112605
500,,
501,,
502,32.7554042,-96.7504167897612
503,,
504,35.2418084,-80.7826215931844
505,,
506,,
507,,
508,33.430669,-84.1976973
509,,
510,28.5715702,-81.8857515913856
511,,
512,,
513,,
514,,
515,,
516,,
517,,
518,,
519,,
520,,
521,36.7827944,-76.1923561
522,,
523,37.98234225,-121.302170252037
524,,
525,,
526,40.6449438,-112.026873306855
527,,
528,41.6100366,-87.262259
529,,
530,32.6918081,-96.7657933150822
531,,
532,33.5900649,-112.338020238342
533,,
534,37.4384907,-83.9858067
535,,
536,33.81253455,-117.943658106661
537,,
538,,
539,40.81862835,-73.920291270937
540,,
541,32.68635545,-97.0992358481205
542,,
543,34.1705618,-119.162355504779
544,,
545,32.4970962,-93.7193369
546,,
547,32.74591635,-96.6677598331225
548,,
549,40.32544825,-79.8243162404868
550,,
551,39.8506207,-75.3672723686372
552,,
553,41.8187113,-71.4139454
554,,
555,39.1095515,-84.5225191489678
556,,
557,40.6130429,-74.0023152770192
558,,
559,32.78081465,-96.6903101484778
560,,
561,37.3474165,-121.805967718941
562,,
563,,
564,,
565,35.1709104,-80.8338213109858
566,,
567,32.7477605,-96.8219014414061
568,,
569,36.15059055,-115.1357653
570,,
571,29.8477253,-95.3604929
572,,
573,32.7477605,-96.8219014414061
574,,
575,38.45589105,-85.6674100736431
576,,
577,32.95825705,-96.638636827695
578,,
579,30.2468538,-89.7882602030511
580,,
581,32.95253385,-96.7626044949192
582,,
583,32.7583298,-96.6898222301358
584,,
585,29.950204,-90.0889645
586,,
587,32.4281918,-87.0222121
588,,
589,,
590,35.2418084,-80.7826215931844
591,,
592,,
593,,
594,33.1854023,-90.4848117
595,,
596,,
597,39.1251039,-94.7261258899031
598,,
599,,
600,,
601,33.8944605,-118.2584057
602,,
603,29.6296202,-95.4361665801445
604,,
605,,
606,,
607,29.8109915,-95.54708765807
608,,
609,34.02296265,-118.347780903376
610,,
611,34.03794005,-118.210337463509
612,,
613,,
614,,
615,,
616,34.7314148,-82.0219804777547
617,,
618,42.873693,-72.2795296
619,,
620,,
621,,
622,31.7012222,-106.341094
623,,
624,29.7105411,-95.2762298980906
625,,
626,40.6669096,-73.8951367397336
627,,
628,34.3404469,-78.7066833
629,,
630,,
631,,
632,35.4753307,-97.475271
633,,
634,,
635,40.6669096,-73.8951367397336
636,,
637,39.857547,-82.9873346
638,,
639,29.94333075,-90.0266781346272
640,,
641,26.6281286,-81.8775864
642,,
643,32.7554042,-96.7504167897612
644,,
645,39.0832201,-121.538387863932
646,,
647,,
648,38.2944489,-122.260225044182
649,,
650,33.9969623,-118.443550692242
651,,
652,37.32126945,-120.472343904206
653,,
654,35.22778375,-101.823265001337
655,,
656,,
657,29.82645895,-95.5077816609116
658,,
659,32.1364454,-110.904948394043
660,,
661,,
662,,
663,42.3592391,-83.0011773
664,,
665,42.42140915,-83.1632856
666,,
667,,
668,,
669,33.49108275,-86.9077161952782
670,,
671,41.80756795,-87.6418557379528
672,,
673,,
674,41.8944671,-87.7266284
675,,
676,,
677,42.1628657,-75.1244092
678,,
679,40.7739262,-73.2552728750889
680,,
681,25.95166245,-80.2172962631742
682,,
683,38.32469575,-82.9336875044206
684,,
685,,
686,,
687,40.6710168,-73.4118912526763
688,,
689,,
690,,
691,,
692,34.18855185,-118.529517471556
693,,
694,42.613531,-70.675142
695,,
696,33.45784245,-82.3131362914329
697,,
698,38.6594851,-90.2388751716051
699,,
700,38.6357374,-121.4349538
701,,
702,41.72326365,-70.9054337660822
703,,
704,38.6357374,-121.4349538
705,,
706,47.188661,-122.501044855564
707,,
708,32.7921527,-96.9466415860231
709,,
710,,
711,,
712,34.02296265,-118.347780903376
713,,
714,40.8595444,-73.888747
715,,
716,,
717,39.0310793,-96.8501228339054
718,,
719,32.74146125,-96.7958974292806
720,,
721,41.9654087,-87.7144880245089
722,,
723,,
724,,
725,,
726,,
727,,
728,42.00267265,-87.6686883252272
729,,
730,41.6498412,-72.7780960969499
731,,
732,,
733,31.9779313,-89.2783951
734,,
735,39.82861085,-89.6437365839788
736,,
737,43.06979535,-88.0569196678542
738,,
739,41.6498412,-72.7780960969499
740,,
741,32.0535571,-81.1171233779574
742,,
743,,
744,42.31115065,-84.0025051331738
745,,
746,34.0077895,-117.9770093
747,,
748,,
749,34.0484256,-81.0405974379121
750,,
751,,
752,38.8926288,-76.9785782
753,,
754,37.32077435,-121.882288151311
755,,
756,47.6978972,-122.3808542
757,,
758,42.4332951,-83.0021121
759,,
760,,
761,,
762,,
763,38.8909349,-76.97901435
764,,
765,,
766,47.6767863,-122.37454536973
767,,
768,34.1159955,-84.564328
769,,
770,,
771,38.8866668,-76.8199526
772,,
773,,
774,,
775,38.8926288,-76.9785782
776,,
777,36.09523195,-86.8025177490388
778,,
779,,
780,41.0595462,-74.282460200723
781,,
782,38.9329334,-84.6772598675283
783,,
784,40.4567357,-80.0286652
785,,
786,41.0154607,-92.4062346688093
787,,
788,34.09945805,-118.340063221422
789,,
790,,
791,33.9347375,-118.2697954
792,,
793,,
794,36.0834689,-79.815032
795,,
796,41.78008545,-87.7191215
797,,
798,,
799,,
800,41.60515305,-81.4736752512325
801,,
802,42.48918585,-91.4526804773836
803,,
804,41.32471085,-72.907387988643
805,,
806,47.2668571,-122.449011250982
807,,
808,,
809,26.82553565,-80.1027799408178
810,,
811,47.6056939,-122.301242749572
812,,
813,,
814,,
815,,
816,42.4184508,-83.2166233425571
817,,
818,26.6154482,-80.0666197348684
819,,
820,27.5144624,-99.4939305
821,,
822,35.16675445,-89.9877873027343
823,,
824,38.92892235,-94.8298326803225
825,,
826,30.7376887,-88.0902782
827,,
828,28.77115785,-81.7410795664897
829,,
830,33.3637921,-81.2637886
831,,
832,,
833,,
834,,
835,,
836,,
837,32.4606987,-85.0040987
838,,
839,,
840,35.13199195,-89.9541054711916
841,,
842,47.12585485,-119.282924091008
843,,
844,,
845,32.0222185,-81.0831347530577
846,,
847,38.66237815,-90.2221340328213
848,,
849,,
850,36.22936335,-115.186820735819
851,,
852,33.4228865,-86.0766373
853,,
854,38.9148887,-77.0045204
855,,
856,,
857,34.0700127,-117.3344887
858,,
859,33.71786665,-117.010266791477
860,,
861,,
862,,
863,,
864,33.95426395,-118.432865808274
865,,
866,,
867,38.6594851,-90.2388751716051
868,,
869,38.6879585,-121.3588409
870,,
871,,
872,26.6782867,-80.0617544851417
873,,
874,,
875,30.48112945,-81.6096596672732
876,,
877,42.4318166,-83.0654566569515
878,,
879,,
880,,
881,,
882,25.8375968,-80.2161594
883,,
884,39.735059,-84.2332747
885,,
886,32.27045685,-90.0934176895526
887,,
888,,
889,32.8573945,-96.5754189771431
890,,
891,27.52625205,-82.5627872453333
892,,
893,37.81890385,-122.279900291408
894,,
895,,
896,30.3905163,-81.7081543
897,,
898,38.6126825,-121.3943971
899,,
900,,
901,33.3640136,-93.4929536
902,,
903,40.7475262,-74.0331072989059
904,,
905,43.86742675,-85.5126981970137
906,,
907,38.9063681,-77.2125132648207
908,,
909,35.85696545,-90.8058662011773
910,,
911,41.9505634,-85.0123654673568
912,,
913,,
914,35.8904943,-79.0675567113923
915,,
916,43.0733333,-78.2786111
917,,
918,,
919,,
920,43.5347667,-89.2944750684596
921,,
922,34.0327894,-117.7442233
923,,
924,25.90050195,-80.1828441392816
925,,
926,42.910989,-78.8967717597358
927,,
928,35.1353605,-86.5683284
929,,
930,44.0481302,-122.922403852039
931,,
932,46.5817727,-122.7187278
933,,
934,,
935,34.17304485,-118.147654195198
936,,
937,26.1120677,-80.1648035304467
938,,
939,37.5405834,-77.4006044
940,,
941,34.16625125,-118.27077407891
942,,
943,,
944,28.8080452,-81.8903585
945,,
946,,
947,,
948,,
949,,
950,33.552611,-85.0699442
951,,
952,40.8746852,-73.8318601766949
953,,
954,32.8425413,-97.2296989970356
955,,
956,,
957,,
958,42.02327555,-87.7726566085844
959,,
960,,
961,,
962,30.529911,-91.1703851
963,,
964,,
965,,
966,33.3361783,-83.7142654850977
967,,
968,,
969,,
970,,
971,36.13551505,-115.197151827669
972,,
973,,
974,,
975,,
976,29.4678955,-95.0310519719343
977,,
978,,
979,,
980,61.23256465,-149.732396601442
981,,
982,35.0962977,-106.635813450946
983,,
984,28.27131995,-82.6876432358258
985,,
986,,
987,,
988,,
989,39.9373351,-75.2504602
990,,
991,,
992,,
993,32.0535571,-81.1171233779574
994,,
995,40.7736711,-80.7597999
996,,
997,34.0148265,-95.511349
998,,
999,32.3098547,-110.99386155046
1000,,
1001,39.6469321,-104.9213682
1002,,
1003,,
1004,26.63232915,-80.0704529645352
1005,,
1006,,
1007,,
1008,38.9236892,-82.2893174
1009,,
1010,,
1011,,
1012,44.994132,-93.3006924775772
1013,,
1014,33.61934565,-112.195213987472
1015,,
1016,32.9797189,-96.8923377228819
1017,,
1018,,
1019,,
1020,37.952479,-122.3464077
1021,,
1022,25.9489817,-80.2122701
1023,,
1024,37.72127115,-122.44131576471
1025,,
1026,34.15909655,-119.182326349802
1027,,
1028,39.31778645,-76.5852526896324
1029,,
1030,42.4332951,-83.0021121
1031,,
1032,,
1033,32.85778395,-116.968316309234
1034,,
1035,38.8866668,-76.8199526
1036,,
1037,41.2492452,-76.9966341
1038,,
1039,47.3703731,-122.120298389954
1040,,
1041,32.798165,-116.914648105576
1042,,
1043,41.5358697,-87.3422593
1044,,
1045,,
1046,46.7434453,-119.8944962
1047,,
1048,,
1049,41.4470843,-81.7921235415914
1050,,
1051,32.30152325,-96.6287771536983
1052,,
1053,32.63970685,-97.0966101368849
1054,,
1055,34.0619881,-118.263131013967
1056,,
1057,39.04431475,-84.4983441995379
1058,,
1059,39.31778645,-76.5852526896324
1060,,
1061,40.655202,-111.935607725
1062,,
1063,33.8475975,-118.3836328
1064,,
1065,,
1066,,
1067,29.5280449,-95.2028542
1068,,
1069,,
1070,,
1071,40.3868,-75.782589
1072,,
1073,32.6673547,-98.0025411
1074,,
1075,33.8677938,-118.2981284
1076,,
1077,41.9654087,-87.7144880245089
1078,,
1079,38.6429598,-121.3135618
1080,,
1081,39.36471815,-76.5915334223128
1082,,
1083,,
1084,29.39906705,-98.476783608535
1085,,
1086,,
1087,38.9578889,-76.7455242
1088,,
1089,40.7324011,-74.0741431488242
1090,,
1091,39.23970595,-94.4552924731957
1092,,
1093,,
1094,32.5123917,-96.3826032
1095,,
1096,42.4332951,-83.0021121
1097,,
1098,,
1099,41.7810269,-87.6338664354441
1100,,
1101,,
1102,,
1103,,
1104,42.78475605,-91.0962782964542
1105,,
1106,,
1107,36.9237133,-121.785900713609
1108,,
1109,38.92191415,-77.028401254612
1110,,
1111,29.97435485,-90.0764252714717
1112,,
1113,,
1114,,
1115,39.8914785,-76.6083478
1116,,
1117,,
1118,41.75064355,-77.3038217292765
1119,,
1120,,
1121,39.40127845,-76.9314146041539
1122,,
1123,,
1124,47.65141755,-117.418887732537
1125,,
1126,45.46425915,-94.4285004510604
1127,,
1128,,
1129,,
1130,41.045779,-81.5589525376395
1131,,
1132,40.5383734,-85.6688665
1133,,
1134,38.86987,-76.98298
1135,,
1136,,
1137,35.1759781,-80.7578476
1138,,
1139,,
1140,,
1141,37.72504265,-89.187500260482
1142,,
1143,,
1144,40.5919224,-74.3208855477536
1145,,
1146,,
1147,34.0850099,-117.7403345
1148,,
1149,36.0084351,-114.979802738925
1150,,
1151,,
1152,29.71012765,-95.5948688760414
1153,,
1154,32.48017195,-93.7913969516957
1155,,
1156,42.6259385,-73.6913856456407
1157,,
1158,,
1159,39.7801925,-84.2177807508857
1160,,
1161,,
1162,,
1163,,
1164,29.82273235,-95.31509829494
1165,,
1166,39.3822954,-76.7991868669231
1167,,
1168,,
1169,40.77430695,-111.90040125
1170,,
1171,37.75906215,-122.164364196212
1172,,
1173,33.6112143,-86.6838774
1174,,
1175,35.0998316,-90.0169986871079
1176,,
1177,,
1178,29.950204,-90.0889645
1179,,
1180,41.6100366,-87.262259
1181,,
1182,40.92585805,-98.3579550823203
1183,,
1184,42.81262845,-70.8864731647432
1185,,
1186,37.39747495,-122.003053069435
1187,,
1188,,
1189,39.3206964,-76.5457019553865
1190,,
1191,,
1192,41.5980916,-87.4067062
1193,,
1194,,
1195,32.4332813,-80.7467525
1196,,
1197,28.685675,-81.5072654580865
1198,,
1199,,
1200,,
1201,,
1202,,
1203,,
1204,42.3828806,-83.112605
1205,,
1206,40.7080931,-89.5720409
1207,,
1208,,
1209,41.7345764,-87.5568906094955
1210,,
1211,36.485329,-87.8300231
1212,,
1213,,
1214,,
1215,39.9400277,-82.879131919824
1216,,
1217,40.3906537,-79.9897782277646
1218,,
1219,33.9347375,-118.2697954
1220,,
1221,29.94333075,-90.0266781346272
1222,,
1223,,
1224,40.6130429,-74.0023152770192
1225,,
1226,,
1227,35.13199195,-89.9541054711916
1228,,
1229,32.5460484,-95.8878440521043
1230,,
1231,,
1232,41.51698885,-81.6250751379951
1233,,
1234,32.93720995,-96.6931347475589
1235,,
1236,,
1237,42.2417934,-88.5988442609859
1238,,
1239,,
1240,,
1241,41.6970445,-73.8943945
1242,,
1243,40.2185225,-74.0220873
1244,,
1245,40.70972715,-74.2206629438656
1246,,
1247,,
1248,,
1249,33.5935273,-84.3144483
1250,,
1251,36.0217584,-83.4040561
1252,,
1253,61.1430104,-149.934850131106
1254,,
1255,,
1256,41.717784,-87.6212181732371
1257,,
1258,43.4048385,-83.9244653225834
1259,,
1260,42.4647039,-83.3602958357717
1261,,
1262,,
1263,34.1274336,-117.2368547
1264,,
1265,43.4048385,-83.9244653225834
1266,,
1267,36.77682885,-119.773736747691
1268,,
1269,38.9731672,-76.5675030604519
1270,,
1271,40.7077467,-73.4444978
1272,,
1273,,
1274,,
1275,,
1276,,
1277,,
1278,40.7324011,-74.0741431488242
1279,,
1280,,
1281,43.050831,-87.9586141598591
1282,,
1283,28.6805224,-81.3462426
1284,,
1285,42.4332951,-83.0021121
1286,,
1287,33.7037127,-86.6686005
1288,,
1289,,
1290,36.796927,-76.2415218074646
1291,,
1292,46.1276503,-112.9511189
1293,,
1294,39.14155435,-84.452827864424
1295,,
1296,38.3473505,-121.977700307105
1297,,
1298,32.8573945,-96.5754189771431
1299,,
1300,,
1301,33.8858916,-118.242181458225
1302,,
1303,39.66820565,-75.5845638039068
1304,,
1305,39.95897805,-76.7679415043679
1306,,
1307,40.4609697,-79.9012616480367
1308,,
1309,43.21495325,-123.353922308354
1310,,
1311,,
1312,,
1313,,
1314,29.6486307,-95.4803719470609
1315,,
1316,35.96109735,-79.029019850364
1317,,
1318,,
1319,,
1320,,
1321,33.9969623,-118.443550692242
1322,,
1323,41.6100366,-87.262259
1324,,
1325,42.4318166,-83.0654566569515
1326,,
1327,,
1328,,
1329,30.1890499,-97.7434117206515
1330,,
1331,41.081725,-80.6561862
1332,,
1333,31.7955557,-81.6124598255862
1334,,
1335,,
1336,,
1337,,
1338,,
1339,33.6110311,-85.8310268425199
1340,,
1341,35.16680765,-89.92496775
1342,,
1343,32.6559641,-97.3584390502622
1344,,
1345,,
1346,38.92191415,-77.028401254612
1347,,
1348,,
1349,,
1350,,
1351,,
1352,,
1353,39.3417907,-76.6990791
1354,,
1355,,
1356,,
1357,,
1358,33.75433,-84.3373384
1359,,
1360,,
1361,,
1362,41.90334695,-87.6859333749322
1363,,
1364,40.1028107,-75.1969325585422
1365,,
1366,,
1367,,
1368,,
1369,47.23867285,-122.495035015741
1370,,
1371,42.35664135,-83.1031735576636
1372,,
1373,39.1095515,-84.5225191489678
1374,,
1375,36.1750489,-115.203451608352
1376,,
1377,,
1378,,
1379,,
1380,41.574179,-87.7119403082214
1381,,
1382,,
1383,44.29284825,-120.833018092453
1384,,
1385,,
1386,34.12897835,-117.91141895
1387,,
1388,,
1389,33.10476615,-96.121050831114
1390,,
1391,43.6382593,-84.275932059282
1392,,
1393,33.91389025,-118.252491076064
1394,,
1395,,
1396,,
1397,41.79615695,-72.7006737753526
1398,,
1399,33.7191821,-78.8682558
1400,,
1401,,
1402,45.485704,-122.407071090792
1403,,
1404,35.37235225,-80.8356287347098
1405,,
1406,,
1407,,
1408,42.4391917,-83.236371234308
1409,,
1410,32.76135045,-96.6342004345697
1411,,
1412,,
1413,,
1414,35.69932275,-78.628286231564
1415,,
1416,35.71592045,-78.6118411432334
1417,,
1418,32.4215676,-80.7560189
1419,,
1420,32.64997405,-96.8486405068041
1421,,
1422,,
1423,40.736584,-74.2454380368026
1424,,
1425,39.4804424,-121.5374693
1426,,
1427,41.53438775,-72.8265516630976
1428,,
1429,,
1430,35.174256,-90.0300906
1431,,
1432,,
1433,43.2538889,-75.2544444
1434,,
1435,37.6065469,-122.027383
1436,,
1437,35.0998316,-90.0169986871079
1438,,
1439,35.0567588,-90.0859257
1440,,
1441,34.16441755,-119.182019951975
1442,,
1443,30.6639031,-88.1462503330985
1444,,
1445,36.742172,-119.7534761
1446,,
1447,,
1448,46.1348652,-122.9123435
1449,,
1450,47.31967835,-122.354396408236
1451,,
1452,36.0411087,-83.9239403
1453,,
1454,,
1455,38.6311072,-121.370285893753
1456,,
1457,,
1458,42.4391917,-83.236371234308
1459,,
1460,,
1461,,
1462,37.0062875,-121.561900341962
1463,,
1464,,
1465,34.2372266,-119.1698295
1466,,
1467,33.97281965,-118.190237076446
1468,,
1469,26.1395132,-80.1755261
1470,,
1471,40.3874836,-105.102759
1472,,
1473,37.0504121,-113.566055169726
1474,,
1475,37.8078835,-122.289633108247
1476,,
1477,37.57820075,-120.961529843464
1478,,
1479,,
1480,,
1481,36.20908545,-121.135564349238
1482,,
1483,,
1484,40.78076935,-72.8501321490456
1485,,
1486,,
1487,32.9943648,-80.218598
1488,,
1489,27.9076058,-82.784047080121
1490,,
1491,,
1492,32.0613794,-81.0671926308385
1493,,
1494,35.2106913,-97.4182774597045
1495,,
1496,39.66820565,-75.5845638039068
1497,,
1498,41.84024445,-87.6182209026281
1499,,
1500,41.85630045,-87.6282740891996
1501,,
1502,43.09842515,-83.7160418964868
1503,,
1504,41.8641992,-87.7011656
1505,,
1506,,
1507,38.5653292,-90.1648327
1508,,
1509,35.65083265,-78.4664578416075
1510,,
1511,35.2743242,-116.07211535
1512,,
1513,33.187545,-83.000742
1514,,
1515,42.3828806,-83.112605
1516,,
1517,37.6563209,-122.0830186
1518,,
1519,41.0850728,-73.4336881723824
1520,,
1521,43.5166419,-96.7217165
1522,,
1523,,
1524,30.3905163,-81.7081543
1525,,
1526,,
1527,33.9347375,-118.2697954
1528,,
1529,43.74825655,-87.7147988481483
1530,,
1531,42.9087892,-77.2745315
1532,,
1533,29.5633391,-90.3645003
1534,,
1535,37.76134095,-122.403926866151
1536,,
1537,,
1538,,
1539,52.6627771,-0.481058657366264
1540,,
1541,37.6620533,-77.4820358853166
1542,,
1543,,
1544,,
1545,,
1546,,
1547,,
1548,,
1549,34.74142645,-86.74339589602
1550,,
1551,36.0098039,-83.959353
1552,,
1553,,
1554,,
1555,36.8126253,-76.3803590725909
1556,,
1557,,
1558,,
1559,42.42140915,-83.1632856
1560,,
1561,,
1562,36.68436935,-121.601699801034
1563,,
1564,33.1475381,-117.312160040192
1565,,
1566,39.0312763,-95.7470618434448
1567,,
1568,45.0807092,-87.6309035840956
1569,,
1570,39.7320821,-104.850307474308
1571,,
1572,,
1573,41.20397165,-96.1465066974848
1574,,
1575,33.8677938,-118.2981284
1576,,
1577,38.73502795,-120.777695647611
1578,,
1579,,
1580,29.6570306,-95.3665657817374
1581,,
1582,,
1583,,
1584,47.91942505,-122.237799826364
1585,,
1586,21.40101115,-157.962513984098
1587,,
1588,,
1589,,
1590,43.0444714,-83.700235
1591,,
1592,,
1593,,
1594,52.31189735,1.47803904657919
1595,,
1596,47.5933106,-122.636025497564
1597,,
1598,41.59123945,-81.2003270998287
1599,,
1600,30.31128975,-81.6227137713916
1601,,
1602,30.7146621,-88.0860467177113
1603,,
1604,36.297982,-94.1198455
1605,,
1606,,
1607,35.0998316,-90.0169986871079
1608,,
1609,34.3303146,-83.508015
1610,,
1611,39.39262835,-76.4644480570591
1612,,
1613,40.5331311,-88.9145141394877
1614,,
1615,36.1403087,-97.0397008862023
